8.781019003471183249e-01,1.855279616375934415e-01,0.000000000000000000e+00
9.209004548704728954e-01,9.465658637675279374e-01,0.000000000000000000e+00
8.745080903846549347e-01,1.157427629133893632e-01,0.000000000000000000e+00
1.937316623655526149e-01,3.417371975176514143e-01,0.000000000000000000e+00
4.957909002612719274e-01,8.983712328050620366e-01,0.000000000000000000e+00
6.458619199523063514e-03,2.274114670050211284e-01,0.000000000000000000e+00
7.936549524061070615e-01,4.142867178061111488e-01,0.000000000000000000e+00
8.381440312009591498e-02,3.920956355907274649e-01,0.000000000000000000e+00
3.395712267303314658e-01,2.230246673762226184e-02,0.000000000000000000e+00
8.904383159378265189e-01,2.386968267583733372e-02,0.000000000000000000e+00
8.358203215531584407e-01,4.595984155115756531e-01,0.000000000000000000e+00
4.043169293821835542e-02,8.129903033846213045e-01,0.000000000000000000e+00
7.763536531249806139e-01,7.171288217547389099e-01,0.000000000000000000e+00
6.541718021012443707e-02,6.287901391555317243e-01,0.000000000000000000e+00
9.861796493550943898e-01,7.713139531688106842e-01,0.000000000000000000e+00
2.140802974700967143e-01,8.587356713928673280e-02,0.000000000000000000e+00
9.736313987689836358e-01,7.404913092875106129e-01,0.000000000000000000e+00
9.787673429827805638e-01,7.861714601935549940e-01,0.000000000000000000e+00
1.335567559064544385e-01,1.193902100692202373e-01,0.000000000000000000e+00
2.219083095655537408e-01,6.259010523601397091e-01,0.000000000000000000e+00
7.006533362407514343e-01,7.696513477779343138e-01,0.000000000000000000e+00
4.052123197819564870e-01,3.510126146310701412e-01,0.000000000000000000e+00
9.012123722613640808e-01,9.213922276612940276e-02,0.000000000000000000e+00
2.052023792229715760e-01,3.242792819276280047e-01,0.000000000000000000e+00
8.075554275470144816e-01,4.630955765554676251e-01,0.000000000000000000e+00
8.540483064834327731e-01,9.163807994273224233e-01,0.000000000000000000e+00
2.818530087214202728e-01,3.119958527285674466e-01,0.000000000000000000e+00
1.177663180603282234e-01,1.414288401004500928e-01,0.000000000000000000e+00
8.154234406971880844e-01,2.540097167836229408e-01,0.000000000000000000e+00
8.327331759135803146e-02,8.817309752916396848e-01,0.000000000000000000e+00
3.027730078824657500e-01,8.116587334558181821e-01,0.000000000000000000e+00
6.347664548758880088e-02,6.782493558995675853e-01,0.000000000000000000e+00
7.784052802046503849e-02,4.449196230348556602e-01,0.000000000000000000e+00
3.789818174644361548e-01,2.552485001522085684e-01,0.000000000000000000e+00
2.948088061012401617e-01,2.284053005812004544e-01,0.000000000000000000e+00
7.121702624293538841e-01,1.376628254357448178e-01,0.000000000000000000e+00
6.201676781767905267e-01,1.591878066892503663e-01,0.000000000000000000e+00
9.666593957624950439e-01,5.918037219262083370e-01,0.000000000000000000e+00
5.134659985071183819e-01,6.287977210302198028e-01,0.000000000000000000e+00
4.102649885032760846e-01,7.438910928843124326e-01,0.000000000000000000e+00
4.677809205511288537e-01,6.511408194275905004e-01,0.000000000000000000e+00
1.413606538345648644e-01,7.479262076525264868e-01,0.000000000000000000e+00
5.078601519796885899e-01,1.762420220120324288e-01,0.000000000000000000e+00
3.973141169726041033e-01,5.561414036353202750e-01,0.000000000000000000e+00
2.250352844165759425e-02,9.058694694403378600e-01,0.000000000000000000e+00
5.429289898582533302e-01,2.989676991206282608e-01,0.000000000000000000e+00
6.448290533126466162e-01,2.186626062441143770e-02,0.000000000000000000e+00
1.737000017076151259e-01,6.021941587530623696e-01,0.000000000000000000e+00
1.320561882675886922e-01,9.701462453799668539e-01,0.000000000000000000e+00
9.096554804179622922e-01,3.937550138327237104e-01,0.000000000000000000e+00
-8.781019003471183249e-01,-1.855279616375934415e-01,0.000000000000000000e+00
-9.209004548704728954e-01,-9.465658637675279374e-01,0.000000000000000000e+00
-8.745080903846549347e-01,-1.157427629133893632e-01,0.000000000000000000e+00
-1.937316623655526149e-01,-3.417371975176514143e-01,0.000000000000000000e+00
-4.957909002612719274e-01,-8.983712328050620366e-01,0.000000000000000000e+00
